,online_order,book_table,rate,votes,rest_type,cost,type,city
1338,Yes,No,3,17,Dessert Parlor,450,Delivery,Bannerghatta Road
1339,Yes,No,3,25,"Takeaway, Delivery",100,Delivery,Bannerghatta Road
1340,Yes,No,4,55,Quick Bites,200,Delivery,Bannerghatta Road
1341,Yes,No,3,48,Casual Dining,700,Delivery,Bannerghatta Road
1342,Yes,No,5,0,"Takeaway, Delivery",400,Delivery,Bannerghatta Road
1343,Yes,No,3,8,Other Rest Type,200,Delivery,Bannerghatta Road
1344,Yes,No,3,13,Delivery,400,Delivery,Bannerghatta Road
1345,Yes,No,4,178,Dessert Parlor,400,Delivery,Bannerghatta Road
1346,Yes,No,3,24,Casual Dining,800,Delivery,Bannerghatta Road
1347,Yes,No,5,0,Delivery,500,Delivery,Bannerghatta Road
1348,Yes,No,3,16,Beverage Shop,150,Delivery,Bannerghatta Road
1349,Yes,No,5,0,Beverage Shop,400,Delivery,Bannerghatta Road
1350,Yes,No,3,5,Quick Bites,300,Delivery,Bannerghatta Road
1351,Yes,No,3,4,Quick Bites,200,Delivery,Bannerghatta Road
1352,Yes,No,3,224,Quick Bites,400,Delivery,Bannerghatta Road
1353,Yes,No,4,54,Cafe,500,Delivery,Bannerghatta Road
1354,Yes,No,4,14,"Takeaway, Delivery",200,Delivery,Bannerghatta Road
1355,Yes,No,4,26,Quick Bites,200,Delivery,Bannerghatta Road
1356,Yes,No,4,199,Quick Bites,300,Delivery,Bannerghatta Road
1357,Yes,No,4,21,Dessert Parlor,200,Delivery,Bannerghatta Road
1358,Yes,No,4,26,Quick Bites,100,Delivery,Bannerghatta Road
1359,Yes,No,3,8,Other Rest Type,200,Delivery,Bannerghatta Road
1360,Yes,No,5,0,Quick Bites,250,Delivery,Bannerghatta Road
1361,Yes,No,3,19,Quick Bites,300,Delivery,Bannerghatta Road
1362,Yes,No,4,28,Quick Bites,300,Delivery,Bannerghatta Road
1363,Yes,No,5,0,Quick Bites,600,Delivery,Bannerghatta Road
1364,Yes,No,3,19,Sweet Shop,250,Delivery,Bannerghatta Road
1365,Yes,Yes,4,1010,Other Rest Type,1300,Delivery,Bannerghatta Road
1366,Yes,No,3,6,Quick Bites,300,Delivery,Bannerghatta Road
1367,Yes,Yes,4,72,Quick Bites,400,Delivery,Bannerghatta Road
1368,Yes,No,5,0,Beverage Shop,200,Delivery,Bannerghatta Road
1369,Yes,No,4,23,"Bakery, Quick Bites",450,Delivery,Bannerghatta Road
1370,Yes,No,3,5,Beverage Shop,100,Delivery,Bannerghatta Road
1371,Yes,No,3,44,Quick Bites,200,Delivery,Bannerghatta Road
1372,No,Yes,4,1000,"Casual Dining, Bar",800,Delivery,Bannerghatta Road
1373,Yes,No,5,0,Delivery,300,Delivery,Bannerghatta Road
1374,Yes,No,4,19,Quick Bites,400,Delivery,Bannerghatta Road
1375,Yes,No,4,27,Quick Bites,400,Delivery,Bannerghatta Road
1376,Yes,No,4,15,Other Rest Type,700,Delivery,Bannerghatta Road
1377,Yes,No,4,16,"Beverage Shop, Quick Bites",200,Delivery,Bannerghatta Road
1378,Yes,No,4,32,Other Rest Type,200,Delivery,Bannerghatta Road
1379,Yes,No,4,613,Cafe,600,Delivery,Bannerghatta Road
1380,Yes,No,3,4,Other Rest Type,150,Delivery,Bannerghatta Road
1381,Yes,No,3,20,Casual Dining,700,Delivery,Bannerghatta Road
1382,Yes,No,3,41,Dessert Parlor,400,Delivery,Bannerghatta Road
1383,Yes,No,3,6,Quick Bites,500,Delivery,Bannerghatta Road
1384,Yes,No,3,54,Beverage Shop,250,Delivery,Bannerghatta Road
1385,Yes,No,5,0,Sweet Shop,250,Delivery,Bannerghatta Road
1386,No,No,5,0,Casual Dining,800,Delivery,Bannerghatta Road
1387,Yes,No,3,38,Quick Bites,400,Delivery,Bannerghatta Road
1388,Yes,No,3,42,Quick Bites,250,Delivery,Bannerghatta Road
1389,Yes,No,5,0,Quick Bites,150,Delivery,Bannerghatta Road
1390,Yes,No,4,194,Quick Bites,400,Delivery,Bannerghatta Road
1391,Yes,No,4,51,Quick Bites,200,Delivery,Bannerghatta Road
1392,Yes,No,3,50,Casual Dining,400,Delivery,Bannerghatta Road
1393,Yes,No,3,6,Casual Dining,400,Delivery,Bannerghatta Road
1394,Yes,No,3,7,"Takeaway, Delivery",300,Delivery,Bannerghatta Road
1395,No,No,4,423,Dessert Parlor,150,Delivery,Bannerghatta Road
1396,Yes,No,4,158,Casual Dining,700,Delivery,Bannerghatta Road
1397,Yes,No,3,31,"Takeaway, Delivery",500,Delivery,Bannerghatta Road
1398,Yes,Yes,4,1403,Other Rest Type,1100,Delivery,Bannerghatta Road
1399,Yes,No,5,0,Beverage Shop,100,Delivery,Bannerghatta Road
1400,Yes,No,5,0,Quick Bites,400,Delivery,Bannerghatta Road
1401,Yes,No,3,6,Quick Bites,250,Delivery,Bannerghatta Road
1402,Yes,No,4,57,Quick Bites,300,Delivery,Bannerghatta Road
1403,Yes,No,4,10,Cafe,500,Delivery,Bannerghatta Road
1404,Yes,No,4,153,Food Court,400,Delivery,Bannerghatta Road
1405,Yes,Yes,3,90,Casual Dining,800,Delivery,Bannerghatta Road
1406,Yes,No,5,0,Dessert Parlor,150,Delivery,Bannerghatta Road
1407,Yes,No,4,27,Quick Bites,400,Delivery,Bannerghatta Road
1408,Yes,No,3,7,Other Rest Type,200,Delivery,Bannerghatta Road
1409,Yes,No,3,140,Casual Dining,600,Delivery,Bannerghatta Road
1410,Yes,No,4,463,Cafe,500,Delivery,Bannerghatta Road
1411,Yes,No,3,36,Other Rest Type,500,Delivery,Bannerghatta Road
1412,Yes,No,4,384,"Takeaway, Delivery",600,Delivery,Bannerghatta Road
1413,Yes,No,3,18,Quick Bites,400,Delivery,Bannerghatta Road
1414,Yes,No,5,0,Quick Bites,400,Delivery,Bannerghatta Road
1415,Yes,No,3,8,Other Rest Type,500,Delivery,Bannerghatta Road
1416,Yes,No,3,24,Quick Bites,300,Delivery,Bannerghatta Road
1417,Yes,No,4,20,Quick Bites,300,Delivery,Bannerghatta Road
1418,Yes,No,4,22,Delivery,400,Delivery,Bannerghatta Road
1419,Yes,No,4,41,"Takeaway, Delivery",600,Delivery,Bannerghatta Road
1420,No,No,4,177,Quick Bites,400,Delivery,Bannerghatta Road
1421,Yes,No,5,0,Other Rest Type,300,Delivery,Bannerghatta Road
1422,Yes,No,4,70,Quick Bites,350,Delivery,Bannerghatta Road
1423,Yes,Yes,4,790,Casual Dining,1300,Delivery,Bannerghatta Road
1424,Yes,No,4,6,Dessert Parlor,300,Delivery,Bannerghatta Road
1425,Yes,No,3,8,Delivery,600,Delivery,Bannerghatta Road
1426,Yes,No,4,92,Quick Bites,300,Delivery,Bannerghatta Road
1427,No,No,4,131,Sweet Shop,400,Delivery,Bannerghatta Road
1428,Yes,No,5,0,Quick Bites,250,Delivery,Bannerghatta Road
1429,Yes,No,3,10,Beverage Shop,150,Delivery,Bannerghatta Road
1430,Yes,No,4,89,Dessert Parlor,400,Delivery,Bannerghatta Road
1431,Yes,No,3,34,Quick Bites,500,Delivery,Bannerghatta Road
1432,Yes,No,3,57,Quick Bites,400,Delivery,Bannerghatta Road
1433,Yes,No,4,92,Food Court,1100,Delivery,Bannerghatta Road
1434,Yes,No,3,47,Delivery,400,Delivery,Bannerghatta Road
1435,Yes,No,4,31,Quick Bites,400,Delivery,Bannerghatta Road
1436,Yes,No,4,14,Casual Dining,600,Delivery,Bannerghatta Road
1437,Yes,No,3,36,Quick Bites,200,Delivery,Bannerghatta Road
1438,Yes,No,3,57,Casual Dining,650,Delivery,Bannerghatta Road
1439,Yes,No,3,57,Casual Dining,650,Delivery,Bannerghatta Road
1440,Yes,No,5,0,Quick Bites,300,Delivery,Bannerghatta Road
1441,Yes,No,4,37,Quick Bites,300,Delivery,Bannerghatta Road
1442,Yes,No,4,31,Quick Bites,150,Delivery,Bannerghatta Road
1443,Yes,No,3,9,Quick Bites,400,Delivery,Bannerghatta Road
1444,Yes,No,4,133,Delivery,300,Delivery,Bannerghatta Road
1445,No,No,4,164,Bakery,250,Delivery,Bannerghatta Road
1446,Yes,No,4,161,Delivery,500,Delivery,Bannerghatta Road
1447,Yes,No,5,0,Quick Bites,400,Delivery,Bannerghatta Road
1448,Yes,No,4,9,Delivery,250,Delivery,Bannerghatta Road
1449,Yes,No,4,12,Quick Bites,250,Delivery,Bannerghatta Road
1450,Yes,No,3,9,Quick Bites,300,Delivery,Bannerghatta Road
1451,Yes,No,5,0,Quick Bites,250,Delivery,Bannerghatta Road
1452,Yes,No,5,0,Quick Bites,300,Delivery,Bannerghatta Road
1453,Yes,No,5,0,"Takeaway, Delivery",800,Delivery,Bannerghatta Road
1454,Yes,No,5,0,Quick Bites,200,Delivery,Bannerghatta Road
1455,Yes,No,4,9,Dessert Parlor,200,Delivery,Bannerghatta Road
1456,Yes,No,4,308,Cafe,750,Delivery,Bannerghatta Road
1457,Yes,No,4,15,Dessert Parlor,400,Delivery,Bannerghatta Road
1458,Yes,No,4,17,Dessert Parlor,350,Delivery,Bannerghatta Road
1459,Yes,No,3,208,Casual Dining,650,Delivery,Bannerghatta Road
1460,Yes,No,4,24,Quick Bites,300,Delivery,Bannerghatta Road
1461,Yes,No,3,7,Casual Dining,700,Delivery,Bannerghatta Road
1462,Yes,No,4,59,Quick Bites,500,Delivery,Bannerghatta Road
1463,Yes,No,5,0,Bakery,400,Delivery,Bannerghatta Road
1464,Yes,No,3,116,Casual Dining,400,Delivery,Bannerghatta Road
1465,Yes,No,3,48,Other Rest Type,650,Delivery,Bannerghatta Road
1466,Yes,No,4,127,Cafe,700,Delivery,Bannerghatta Road
1467,No,No,4,43,Mess,250,Delivery,Bannerghatta Road
1468,Yes,No,3,4,Quick Bites,400,Delivery,Bannerghatta Road
1469,Yes,No,4,29,Food Court,400,Delivery,Bannerghatta Road
1470,Yes,No,3,19,Beverage Shop,150,Delivery,Bannerghatta Road
1471,Yes,Yes,4,727,Cafe,800,Delivery,Bannerghatta Road
1472,Yes,No,3,6,"Beverage Shop, Quick Bites",150,Delivery,Bannerghatta Road
1473,No,No,4,125,Cafe,500,Delivery,Bannerghatta Road
1474,Yes,No,3,170,Casual Dining,600,Delivery,Bannerghatta Road
1475,Yes,No,5,0,Quick Bites,400,Delivery,Bannerghatta Road
1476,No,No,4,89,Casual Dining,550,Delivery,Bannerghatta Road
1477,Yes,No,4,507,Other Rest Type,1000,Delivery,Bannerghatta Road
1478,Yes,No,4,16,Quick Bites,300,Delivery,Bannerghatta Road
1479,Yes,No,3,6,Quick Bites,500,Delivery,Bannerghatta Road
1480,Yes,No,4,254,Casual Dining,550,Delivery,Bannerghatta Road
1481,Yes,No,5,0,Quick Bites,400,Delivery,Bannerghatta Road
1482,Yes,No,4,18,Mess,200,Delivery,Bannerghatta Road
1483,Yes,No,5,0,Quick Bites,300,Delivery,Bannerghatta Road
1484,Yes,No,3,7,"Takeaway, Delivery",300,Delivery,Bannerghatta Road
1485,No,No,3,18,Quick Bites,450,Delivery,Bannerghatta Road
1486,Yes,No,5,0,Beverage Shop,200,Delivery,Bannerghatta Road
1487,Yes,No,3,18,Cafe,500,Delivery,Bannerghatta Road
1488,No,Yes,3,8,Casual Dining,700,Delivery,Bannerghatta Road
1489,Yes,No,3,4,Quick Bites,300,Delivery,Bannerghatta Road
1490,No,No,5,0,Quick Bites,350,Delivery,Bannerghatta Road
1491,Yes,No,3,334,Casual Dining,500,Delivery,Bannerghatta Road
1492,Yes,No,3,26,Quick Bites,300,Delivery,Bannerghatta Road
1493,Yes,No,5,0,Quick Bites,500,Delivery,Bannerghatta Road
1494,No,No,4,69,Other Rest Type,700,Delivery,Bannerghatta Road
1495,No,No,5,0,Food Court,500,Delivery,Bannerghatta Road
1496,No,No,5,0,Quick Bites,300,Delivery,Bannerghatta Road
1497,Yes,No,4,18,Dessert Parlor,900,Delivery,Bannerghatta Road
1498,Yes,No,4,35,Quick Bites,300,Delivery,Bannerghatta Road
1499,No,No,4,11,Food Court,300,Delivery,Bannerghatta Road
1500,No,No,3,16,Quick Bites,300,Delivery,Bannerghatta Road
1501,Yes,No,4,59,Beverage Shop,400,Delivery,Bannerghatta Road
1502,Yes,Yes,4,842,"Casual Dining, Bar",1100,Delivery,Bannerghatta Road
1503,No,No,3,25,Quick Bites,300,Delivery,Bannerghatta Road
1504,Yes,No,4,88,Bakery,500,Delivery,Bannerghatta Road
1505,Yes,No,4,283,Quick Bites,350,Delivery,Bannerghatta Road
1506,Yes,No,3,55,Quick Bites,200,Delivery,Bannerghatta Road
1507,No,No,3,5,Delivery,600,Delivery,Bannerghatta Road
1508,Yes,No,5,0,"Takeaway, Delivery",300,Delivery,Bannerghatta Road
1509,Yes,Yes,4,293,Casual Dining,500,Delivery,Bannerghatta Road
1510,Yes,No,4,9,Quick Bites,250,Delivery,Bannerghatta Road
1511,No,No,3,33,Quick Bites,150,Delivery,Bannerghatta Road
1512,Yes,No,5,0,"Takeaway, Delivery",250,Delivery,Bannerghatta Road
1513,No,No,3,9,Quick Bites,100,Delivery,Bannerghatta Road
1514,Yes,No,3,19,Other Rest Type,200,Delivery,Bannerghatta Road
1515,No,No,3,106,Casual Dining,450,Delivery,Bannerghatta Road
1516,No,No,3,7,Delivery,500,Delivery,Bannerghatta Road
1517,Yes,No,3,61,Cafe,650,Delivery,Bannerghatta Road
1518,Yes,No,3,4,Delivery,450,Delivery,Bannerghatta Road
1519,No,No,3,80,Casual Dining,650,Delivery,Bannerghatta Road
1520,No,Yes,4,39,Other Rest Type,800,Delivery,Bannerghatta Road
1521,Yes,No,5,0,"Takeaway, Delivery",300,Delivery,Bannerghatta Road
1522,Yes,Yes,4,347,Casual Dining,1000,Delivery,Bannerghatta Road
1523,Yes,No,4,33,Quick Bites,400,Delivery,Bannerghatta Road
1524,Yes,No,3,7,Beverage Shop,300,Delivery,Bannerghatta Road
1525,Yes,No,3,186,Casual Dining,450,Delivery,Bannerghatta Road
1526,Yes,No,3,5,Quick Bites,250,Delivery,Bannerghatta Road
1527,No,No,4,18,Quick Bites,300,Delivery,Bannerghatta Road
1528,No,No,3,14,Quick Bites,550,Delivery,Bannerghatta Road
1529,No,No,4,93,"Takeaway, Delivery",800,Delivery,Bannerghatta Road
1530,No,No,4,17,"Takeaway, Delivery",350,Delivery,Bannerghatta Road
1531,No,No,4,13,Quick Bites,200,Delivery,Bannerghatta Road
1532,No,No,2,183,Delivery,450,Delivery,Bannerghatta Road
1533,No,No,5,0,"Takeaway, Delivery",400,Delivery,Bannerghatta Road
1534,No,No,3,12,Delivery,700,Delivery,Bannerghatta Road
1535,No,No,3,15,Casual Dining,600,Delivery,Bannerghatta Road
1536,No,No,5,0,Food Court,600,Delivery,Bannerghatta Road
1537,No,No,5,0,Bakery,300,Delivery,Bannerghatta Road
1538,Yes,No,4,12,Other Rest Type,300,Delivery,Bannerghatta Road
1539,No,No,3,7,Delivery,500,Delivery,Bannerghatta Road
1540,No,No,3,15,Casual Dining,700,Delivery,Bannerghatta Road
1541,No,No,4,40,Quick Bites,350,Delivery,Bannerghatta Road
1542,No,No,3,9,Quick Bites,600,Delivery,Bannerghatta Road
1543,No,No,3,85,Quick Bites,250,Delivery,Bannerghatta Road
1544,No,No,3,4,Food Court,400,Delivery,Bannerghatta Road
1545,No,No,3,4,Quick Bites,300,Delivery,Bannerghatta Road
1546,No,No,3,12,Quick Bites,450,Delivery,Bannerghatta Road
1547,No,No,5,0,Casual Dining,800,Delivery,Bannerghatta Road
1548,No,No,3,66,Casual Dining,800,Delivery,Bannerghatta Road
1549,No,No,3,6,Quick Bites,300,Delivery,Bannerghatta Road
1550,No,No,3,59,Casual Dining,500,Delivery,Bannerghatta Road
1551,No,No,3,4,Quick Bites,400,Delivery,Bannerghatta Road
1552,No,No,4,19,Quick Bites,250,Delivery,Bannerghatta Road
1553,No,No,4,21,Casual Dining,600,Delivery,Bannerghatta Road
1554,No,No,5,0,Quick Bites,200,Delivery,Bannerghatta Road
1555,No,No,5,0,Bakery,200,Delivery,Bannerghatta Road
1556,No,No,3,4,Quick Bites,350,Delivery,Bannerghatta Road
1557,No,No,4,26,Quick Bites,350,Delivery,Bannerghatta Road
1558,No,No,3,31,Casual Dining,600,Delivery,Bannerghatta Road
1559,No,No,3,16,Quick Bites,600,Delivery,Bannerghatta Road
1560,No,No,3,58,Quick Bites,250,Delivery,Bannerghatta Road
1561,No,No,3,9,"Takeaway, Delivery",200,Delivery,Bannerghatta Road
1562,No,No,4,162,Casual Dining,500,Delivery,Bannerghatta Road
1563,No,No,3,67,Food Court,300,Delivery,Bannerghatta Road
1564,No,No,5,0,Bakery,400,Delivery,Bannerghatta Road
1565,No,No,5,0,Other Rest Type,150,Delivery,Bannerghatta Road
1566,No,No,5,0,Quick Bites,250,Delivery,Bannerghatta Road
1567,No,No,5,0,Quick Bites,350,Delivery,Bannerghatta Road
1568,No,No,3,7,Casual Dining,700,Delivery,Bannerghatta Road
1569,No,No,5,0,Casual Dining,600,Delivery,Bannerghatta Road
1570,No,No,2,90,Casual Dining,750,Delivery,Bannerghatta Road
1571,No,No,4,14,Dessert Parlor,150,Delivery,Bannerghatta Road
1572,No,No,3,5,Quick Bites,400,Delivery,Bannerghatta Road
1573,No,No,2,96,Casual Dining,500,Delivery,Bannerghatta Road
1574,No,No,5,0,Delivery,250,Delivery,Bannerghatta Road
1575,No,No,5,0,Delivery,350,Delivery,Bannerghatta Road
1576,No,No,5,0,Quick Bites,200,Delivery,Bannerghatta Road
1577,No,No,5,0,Casual Dining,800,Delivery,Bannerghatta Road
1578,No,No,5,0,Delivery,300,Delivery,Bannerghatta Road
1579,No,No,4,11,Quick Bites,250,Delivery,Bannerghatta Road
1580,No,No,5,0,Quick Bites,400,Delivery,Bannerghatta Road
1581,No,No,5,0,Quick Bites,300,Delivery,Bannerghatta Road
1582,No,No,5,0,Casual Dining,500,Delivery,Bannerghatta Road
1583,No,No,5,0,Other Rest Type,200,Delivery,Bannerghatta Road
1584,No,No,5,0,Quick Bites,200,Delivery,Bannerghatta Road
1585,No,No,5,0,Quick Bites,200,Delivery,Bannerghatta Road
1586,No,No,5,0,Quick Bites,400,Delivery,Bannerghatta Road
1587,No,No,3,4,Quick Bites,300,Delivery,Bannerghatta Road
1588,No,No,3,8,"Beverage Shop, Quick Bites",200,Delivery,Bannerghatta Road
1589,No,No,3,54,Quick Bites,500,Delivery,Bannerghatta Road
1590,No,No,3,7,Quick Bites,400,Delivery,Bannerghatta Road
1591,No,No,5,0,Quick Bites,300,Delivery,Bannerghatta Road
1592,No,No,5,0,Delivery,250,Delivery,Bannerghatta Road
1593,No,No,5,0,"Takeaway, Delivery",300,Delivery,Bannerghatta Road
1594,No,No,5,0,Delivery,200,Delivery,Bannerghatta Road
1595,No,No,3,4,Food Court,200,Delivery,Bannerghatta Road
1596,No,No,3,4,Quick Bites,400,Delivery,Bannerghatta Road
1597,No,No,5,0,Quick Bites,400,Delivery,Bannerghatta Road
1598,No,No,5,0,Quick Bites,100,Delivery,Bannerghatta Road
1599,No,No,5,0,Sweet Shop,150,Delivery,Bannerghatta Road
1600,No,No,5,0,Bakery,400,Delivery,Bannerghatta Road
1601,No,No,5,0,Quick Bites,400,Delivery,Bannerghatta Road
1602,No,No,5,0,Dessert Parlor,300,Delivery,Bannerghatta Road
1603,No,No,5,0,Casual Dining,650,Delivery,Bannerghatta Road
1604,No,No,5,0,Bakery,50,Delivery,Bannerghatta Road
1605,No,No,5,0,"Takeaway, Delivery",300,Delivery,Bannerghatta Road
1606,No,No,5,0,Delivery,300,Delivery,Bannerghatta Road
1607,No,No,5,0,"Takeaway, Delivery",200,Delivery,Bannerghatta Road
1608,No,No,5,0,"Takeaway, Delivery",200,Delivery,Bannerghatta Road
1609,No,No,5,0,"Takeaway, Delivery",200,Delivery,Bannerghatta Road
1610,No,No,5,0,"Takeaway, Delivery",200,Delivery,Bannerghatta Road
1611,No,No,5,0,Quick Bites,450,Delivery,Bannerghatta Road
1612,No,No,5,0,Bakery,500,Delivery,Bannerghatta Road
1613,No,No,5,0,Quick Bites,300,Delivery,Bannerghatta Road
1614,No,No,5,0,Delivery,300,Delivery,Bannerghatta Road
1615,No,No,5,0,Casual Dining,500,Delivery,Bannerghatta Road
1616,No,No,5,0,Delivery,300,Delivery,Bannerghatta Road
1617,No,No,5,0,Quick Bites,350,Delivery,Bannerghatta Road
1618,No,No,5,0,"Takeaway, Delivery",190,Delivery,Bannerghatta Road
1619,No,No,5,0,"Takeaway, Delivery",300,Delivery,Bannerghatta Road
1620,No,No,5,0,Quick Bites,200,Delivery,Bannerghatta Road
1621,No,No,5,0,Quick Bites,200,Delivery,Bannerghatta Road
1622,No,No,5,0,Food Court,200,Delivery,Bannerghatta Road
1623,No,No,5,0,Other Rest Type,400,Delivery,Bannerghatta Road
1624,No,No,4,13,Cafe,700,Delivery,Bannerghatta Road
1625,Yes,No,4,13,Beverage Shop,100,Delivery,Bannerghatta Road
1626,No,No,3,4,Quick Bites,300,Delivery,Bannerghatta Road
1627,No,No,5,0,Quick Bites,200,Delivery,Bannerghatta Road
1628,No,No,5,0,Dessert Parlor,200,Delivery,Bannerghatta Road
1629,No,No,5,0,"Takeaway, Delivery",100,Delivery,Bannerghatta Road
1630,No,No,5,0,Cafe,400,Delivery,Bannerghatta Road
1631,Yes,No,4,30,"Pub, Casual Dining",900,Delivery,Bannerghatta Road
1632,No,No,4,17,Other Rest Type,600,Delivery,Bannerghatta Road
1633,No,No,4,9,Cafe,400,Delivery,Bannerghatta Road
1634,No,No,5,0,"Takeaway, Delivery",100,Delivery,Bannerghatta Road
1635,No,No,5,0,Delivery,300,Delivery,Bannerghatta Road
1636,No,No,5,0,Quick Bites,350,Delivery,Bannerghatta Road
1637,No,No,2,392,Other Rest Type,500,Delivery,Bannerghatta Road
1638,No,No,3,9,Bakery,200,Delivery,Bannerghatta Road
1639,No,No,3,7,Quick Bites,250,Delivery,Bannerghatta Road
1640,Yes,No,5,0,Delivery,800,Delivery,Bannerghatta Road
1641,No,No,5,0,Quick Bites,250,Delivery,Bannerghatta Road
1642,Yes,No,4,101,Casual Dining,500,Delivery,Bannerghatta Road
1643,Yes,Yes,4,560,Casual Dining,800,Delivery,Bannerghatta Road
1644,Yes,No,4,243,Casual Dining,450,Delivery,Bannerghatta Road
1645,Yes,No,4,30,Cafe,400,Delivery,Bannerghatta Road
1646,Yes,No,3,148,Quick Bites,250,Delivery,Bannerghatta Road
1647,No,No,2,291,Casual Dining,250,Delivery,Bannerghatta Road
1648,Yes,No,5,0,Quick Bites,400,Delivery,Bannerghatta Road
1649,Yes,Yes,4,1337,Lounge,1700,Delivery,Bannerghatta Road
1650,Yes,No,3,22,"Bakery, Quick Bites",400,Delivery,Bannerghatta Road
1651,Yes,No,4,33,Food Court,600,Delivery,Bannerghatta Road
1652,Yes,No,4,22,Delivery,250,Delivery,Bannerghatta Road
1653,No,No,5,0,Delivery,450,Delivery,Bannerghatta Road
1654,No,No,4,65,Dessert Parlor,200,Delivery,Bannerghatta Road
1655,No,No,4,14,Delivery,300,Delivery,Bannerghatta Road
1656,No,No,5,0,Quick Bites,300,Delivery,Bannerghatta Road
1657,No,No,5,0,Delivery,200,Delivery,Bannerghatta Road
1658,No,No,3,9,Other Rest Type,200,Delivery,Bannerghatta Road
1659,No,No,4,16,Quick Bites,300,Delivery,Bannerghatta Road
1660,No,No,5,0,"Takeaway, Delivery",200,Delivery,Bannerghatta Road
1661,No,No,5,0,Quick Bites,250,Delivery,Bannerghatta Road
1662,No,No,5,0,Other Rest Type,1000,Delivery,Bannerghatta Road
1663,No,No,5,0,Casual Dining,800,Delivery,Bannerghatta Road
1664,Yes,No,4,43,Casual Dining,600,Delivery,Bannerghatta Road
1665,Yes,No,3,38,Casual Dining,550,Delivery,Bannerghatta Road
1666,No,No,3,22,Delivery,400,Delivery,Bannerghatta Road
1667,Yes,No,4,46,Casual Dining,400,Delivery,Bannerghatta Road
1668,Yes,No,5,0,Dessert Parlor,150,Delivery,Bannerghatta Road
1669,Yes,No,5,0,Quick Bites,150,Delivery,Bannerghatta Road
1670,Yes,No,3,25,"Bakery, Quick Bites",400,Delivery,Bannerghatta Road
1671,Yes,No,4,46,Dessert Parlor,150,Delivery,Bannerghatta Road
1672,Yes,No,4,117,Quick Bites,150,Delivery,Bannerghatta Road
1673,Yes,Yes,4,2487,Pub,900,Delivery,Bannerghatta Road
1674,Yes,No,3,8,"Takeaway, Delivery",500,Delivery,Bannerghatta Road
1675,Yes,No,5,0,Delivery,500,Delivery,Bannerghatta Road
1676,Yes,No,3,66,Casual Dining,600,Delivery,Bannerghatta Road
1677,Yes,No,3,12,Other Rest Type,300,Delivery,Bannerghatta Road
1678,Yes,No,4,24,"Takeaway, Delivery",400,Delivery,Bannerghatta Road
1679,Yes,No,5,0,Quick Bites,400,Delivery,Bannerghatta Road
1680,Yes,No,4,42,Casual Dining,450,Delivery,Bannerghatta Road
1681,Yes,No,3,81,Quick Bites,200,Delivery,Bannerghatta Road
1682,No,Yes,4,1187,Other Rest Type,1200,Delivery,Bannerghatta Road
1683,Yes,No,3,4,Quick Bites,300,Delivery,Bannerghatta Road
1684,Yes,No,5,0,Delivery,500,Delivery,Bannerghatta Road
1685,No,No,4,353,Casual Dining,1200,Delivery,Bannerghatta Road
1686,Yes,No,5,0,Delivery,500,Delivery,Bannerghatta Road
1687,Yes,No,3,7,Quick Bites,300,Delivery,Bannerghatta Road
1688,Yes,No,3,6,Quick Bites,400,Delivery,Bannerghatta Road
1689,Yes,No,5,0,Delivery,300,Delivery,Bannerghatta Road
1690,Yes,No,3,25,Dessert Parlor,500,Delivery,Bannerghatta Road
1691,Yes,No,5,0,Quick Bites,250,Delivery,Bannerghatta Road
1692,Yes,No,5,0,Quick Bites,400,Delivery,Bannerghatta Road
1693,Yes,No,5,0,Quick Bites,200,Delivery,Bannerghatta Road
1694,No,Yes,4,1212,Casual Dining,1200,Delivery,Bannerghatta Road
1695,Yes,No,4,115,Casual Dining,550,Delivery,Bannerghatta Road
1696,Yes,No,4,952,Casual Dining,400,Delivery,Bannerghatta Road
1697,No,Yes,5,0,Casual Dining,800,Delivery,Bannerghatta Road
1698,Yes,Yes,5,0,Casual Dining,600,Delivery,Bannerghatta Road
1699,No,Yes,4,49,Casual Dining,900,Delivery,Bannerghatta Road
1700,No,No,4,915,Casual Dining,600,Delivery,Bannerghatta Road
1701,Yes,No,4,135,Casual Dining,500,Delivery,Bannerghatta Road
1702,No,Yes,4,466,Casual Dining,700,Delivery,Bannerghatta Road
1703,Yes,No,5,0,Quick Bites,700,Delivery,Bannerghatta Road
1704,No,No,4,115,Quick Bites,350,Delivery,Bannerghatta Road
1705,No,No,4,61,"Takeaway, Delivery",400,Delivery,Bannerghatta Road
1706,No,No,4,9,Quick Bites,100,Delivery,Bannerghatta Road
1707,No,No,3,60,Casual Dining,400,Delivery,Bannerghatta Road
1708,No,No,4,86,Dessert Parlor,250,Delivery,Bannerghatta Road
1709,No,No,5,0,Casual Dining,800,Delivery,Bannerghatta Road
1710,No,No,4,193,Casual Dining,500,Delivery,Bannerghatta Road
1711,No,No,5,0,Quick Bites,600,Delivery,Bannerghatta Road
1712,No,No,5,0,Quick Bites,250,Delivery,Bannerghatta Road
1713,No,No,4,24,Dessert Parlor,300,Delivery,Bannerghatta Road
1714,No,No,4,82,Other Rest Type,1000,Delivery,Bannerghatta Road
1715,No,No,4,10,Quick Bites,400,Delivery,Bannerghatta Road
1716,No,No,5,0,Beverage Shop,200,Delivery,Bannerghatta Road
1717,No,No,3,8,Delivery,300,Delivery,Bannerghatta Road
1718,No,No,5,0,Beverage Shop,200,Delivery,Bannerghatta Road
