,online_order,book_table,rate,votes,rest_type,cost,type,city
2755,Yes,No,5,0,Quick Bites,400,Delivery,Basavanagudi
1398,Yes,Yes,4,1403,Other Rest Type,1100,Delivery,Bannerghatta Road
1659,No,No,4,16,Quick Bites,300,Delivery,Bannerghatta Road
979,Yes,No,4,20,"Takeaway, Delivery",200,Delivery,Bannerghatta Road
1298,Yes,No,4,14,Quick Bites,300,Delivery,Bannerghatta Road
2596,Yes,Yes,4,2723,Casual Dining,800,Delivery,Basavanagudi
82,No,No,4,14,Sweet Shop,200,Delivery,Banashankari
3091,No,No,3,27,Casual Dining,400,Delivery,Basavanagudi
4900,No,No,5,0,Quick Bites,200,Dine-out,Bellandur
3734,No,Yes,4,1236,"Casual Dining, Bar",1000,Drinks & nightlife,Basavanagudi
3817,Yes,No,4,782,Quick Bites,300,Delivery,Bellandur
2462,No,Yes,5,0,Other Rest Type,1500,Drinks & nightlife,Bannerghatta Road
423,Yes,No,3,9,Quick Bites,400,Delivery,Banashankari
4338,No,No,5,0,Quick Bites,400,Delivery,Bellandur
1904,Yes,Yes,4,448,Casual Dining,700,Desserts,Bannerghatta Road
4537,No,No,4,21,Other Rest Type,200,Desserts,Bellandur
4556,Yes,No,4,894,Casual Dining,750,Dine-out,Bellandur
3098,Yes,No,5,0,Other Rest Type,300,Delivery,Basavanagudi
1565,No,No,5,0,Other Rest Type,150,Delivery,Bannerghatta Road
3351,No,No,4,279,Quick Bites,200,Dine-out,Basavanagudi
839,Yes,No,4,57,Quick Bites,200,Dine-out,Banashankari
500,Yes,No,4,115,Sweet Shop,400,Desserts,Banashankari
141,No,No,5,0,Other Rest Type,350,Delivery,Banashankari
1377,Yes,No,4,16,"Beverage Shop, Quick Bites",200,Delivery,Bannerghatta Road
3693,No,No,5,0,Quick Bites,300,Dine-out,Basavanagudi
4615,Yes,No,4,34,Other Rest Type,400,Dine-out,Bellandur
1138,Yes,No,3,16,Other Rest Type,250,Delivery,Bannerghatta Road
3841,Yes,No,4,214,Quick Bites,400,Delivery,Bellandur
1787,No,No,5,0,"Takeaway, Delivery",200,Delivery,Bannerghatta Road
2750,Yes,No,3,4,Other Rest Type,300,Delivery,Basavanagudi
550,No,No,4,15,"Bakery, Quick Bites",400,Desserts,Banashankari
3095,No,No,4,299,Quick Bites,300,Delivery,Basavanagudi
2019,No,No,4,21,Casual Dining,600,Dine-out,Bannerghatta Road
948,Yes,No,3,175,Quick Bites,250,Delivery,Bannerghatta Road
3781,No,No,4,23,Cafe,500,Cafes,Bellandur
532,Yes,No,4,35,Delivery,500,Desserts,Banashankari
1829,Yes,No,3,7,Cafe,400,Delivery,Bannerghatta Road
4624,Yes,No,4,11,Casual Dining,900,Dine-out,Bellandur
4417,No,No,4,23,Beverage Shop,300,Delivery,Bellandur
3866,Yes,No,4,135,Casual Dining,400,Delivery,Bellandur
1602,No,No,5,0,Dessert Parlor,300,Delivery,Bannerghatta Road
639,Yes,No,4,264,Quick Bites,200,Dine-out,Banashankari
4831,Yes,Yes,4,194,Casual Dining,800,Dine-out,Bellandur
967,Yes,No,4,138,Delivery,650,Delivery,Bannerghatta Road
4236,Yes,No,4,1240,"Casual Dining, Bar",1400,Delivery,Bellandur
4882,No,No,5,0,Cafe,400,Dine-out,Bellandur
1683,Yes,No,3,4,Quick Bites,300,Delivery,Bannerghatta Road
4469,Yes,No,4,175,Other Rest Type,300,Desserts,Bellandur
2892,Yes,No,4,527,Casual Dining,500,Delivery,Basavanagudi
155,Yes,No,4,438,Dessert Parlor,500,Delivery,Banashankari
2483,Yes,No,4,286,Casual Dining,600,Buffet,Basavanagudi
2834,Yes,No,4,20,Cafe,400,Delivery,Basavanagudi
1089,Yes,No,4,92,Quick Bites,300,Delivery,Bannerghatta Road
2651,Yes,No,3,109,Casual Dining,500,Delivery,Basavanagudi
4239,No,No,5,0,Quick Bites,300,Delivery,Bellandur
288,Yes,No,3,6,Quick Bites,100,Delivery,Banashankari
930,Yes,No,4,113,"Takeaway, Delivery",400,Delivery,Bannerghatta Road
2531,Yes,No,3,62,Other Rest Type,650,Cafes,Basavanagudi
2259,Yes,No,4,180,Casual Dining,550,Dine-out,Bannerghatta Road
4109,Yes,No,3,9,Quick Bites,450,Delivery,Bellandur
2364,No,No,4,34,Quick Bites,300,Dine-out,Bannerghatta Road
4305,No,No,3,7,"Takeaway, Delivery",300,Delivery,Bellandur
942,Yes,No,4,197,Quick Bites,300,Delivery,Bannerghatta Road
4660,No,No,3,270,Casual Dining,400,Dine-out,Bellandur
4661,Yes,No,4,370,Casual Dining,550,Dine-out,Bellandur
1698,Yes,Yes,5,0,Casual Dining,600,Delivery,Bannerghatta Road
4707,Yes,No,4,48,Quick Bites,400,Dine-out,Bellandur
2952,Yes,Yes,4,881,Casual Dining,1700,Delivery,Basavanagudi
2610,Yes,No,4,415,Quick Bites,500,Delivery,Basavanagudi
2807,Yes,No,3,11,Quick Bites,150,Delivery,Basavanagudi
985,Yes,No,4,50,Quick Bites,400,Delivery,Bannerghatta Road
3292,No,No,4,153,Casual Dining,350,Dine-out,Basavanagudi
2519,No,No,4,108,Cafe,700,Cafes,Basavanagudi
2221,Yes,No,4,19,Food Court,800,Dine-out,Bannerghatta Road
4776,No,No,3,26,Quick Bites,400,Dine-out,Bellandur
981,Yes,No,4,51,"Takeaway, Delivery",200,Delivery,Bannerghatta Road
2488,Yes,Yes,4,775,Casual Dining,800,Buffet,Basavanagudi
2426,No,No,3,17,Casual Dining,600,Dine-out,Bannerghatta Road
3928,Yes,No,4,28,Delivery,300,Delivery,Bellandur
3386,No,No,4,52,Quick Bites,150,Dine-out,Basavanagudi
3523,No,No,3,22,Casual Dining,400,Dine-out,Basavanagudi
4893,No,No,4,68,Quick Bites,250,Dine-out,Bellandur
1457,Yes,No,4,15,Dessert Parlor,400,Delivery,Bannerghatta Road
1395,No,No,4,423,Dessert Parlor,150,Delivery,Bannerghatta Road
264,Yes,No,4,40,Casual Dining,600,Delivery,Banashankari
2650,Yes,Yes,4,3227,Other Rest Type,1600,Delivery,Basavanagudi
929,Yes,No,3,9,"Takeaway, Delivery",400,Delivery,Bannerghatta Road
3340,Yes,No,4,1720,Quick Bites,400,Dine-out,Basavanagudi
2688,Yes,No,5,0,Casual Dining,400,Delivery,Basavanagudi
246,No,No,5,0,Quick Bites,350,Delivery,Banashankari
3585,Yes,No,3,213,Quick Bites,400,Dine-out,Basavanagudi
1758,No,No,5,0,Quick Bites,300,Delivery,Bannerghatta Road
4864,No,No,3,4,Casual Dining,600,Dine-out,Bellandur
4576,Yes,No,4,107,Cafe,400,Dine-out,Bellandur
923,Yes,No,4,335,Casual Dining,800,Delivery,Bannerghatta Road
2341,Yes,No,3,4,Quick Bites,200,Dine-out,Bannerghatta Road
268,Yes,No,4,62,Other Rest Type,600,Delivery,Banashankari
669,Yes,No,4,46,Quick Bites,500,Dine-out,Banashankari
4897,Yes,No,3,44,Quick Bites,600,Dine-out,Bellandur
1910,Yes,No,4,239,Dessert Parlor,500,Desserts,Bannerghatta Road
3853,Yes,No,4,11,Quick Bites,200,Delivery,Bellandur
1152,Yes,No,4,212,Quick Bites,400,Delivery,Bannerghatta Road
4816,Yes,Yes,4,715,Casual Dining,1500,Dine-out,Bellandur
3599,No,No,3,10,Quick Bites,300,Dine-out,Basavanagudi
4240,Yes,No,3,4,Quick Bites,150,Delivery,Bellandur
3872,Yes,No,4,152,Delivery,400,Delivery,Bellandur
2471,No,Yes,4,1763,Bar,1300,Drinks & nightlife,Bannerghatta Road
2978,No,No,5,0,Quick Bites,100,Delivery,Basavanagudi
1915,No,No,4,319,Dessert Parlor,500,Desserts,Bannerghatta Road
612,No,No,4,31,Cafe,300,Dine-out,Banashankari
2402,Yes,No,4,465,Quick Bites,300,Dine-out,Bannerghatta Road
3526,Yes,No,4,49,Quick Bites,200,Dine-out,Basavanagudi
1898,Yes,No,4,26,Cafe,900,Desserts,Bannerghatta Road
1649,Yes,Yes,4,1337,Lounge,1700,Delivery,Bannerghatta Road
3271,No,No,5,0,Bakery,350,Desserts,Basavanagudi
258,Yes,No,4,160,Casual Dining,700,Delivery,Banashankari
847,No,No,5,0,Quick Bites,150,Dine-out,Banashankari
4250,No,No,2,131,Casual Dining,800,Delivery,Bellandur
1233,Yes,No,4,12,Quick Bites,300,Delivery,Bannerghatta Road
1127,Yes,No,4,85,Quick Bites,300,Delivery,Bannerghatta Road
1967,Yes,No,4,37,Cafe,400,Dine-out,Bannerghatta Road
558,Yes,Yes,4,354,Casual Dining,800,Dine-out,Banashankari
4328,No,No,3,116,Food Court,400,Delivery,Bellandur
484,Yes,No,4,364,Casual Dining,550,Delivery,Banashankari
1320,Yes,No,5,0,Delivery,500,Delivery,Bannerghatta Road
2416,Yes,No,3,59,Quick Bites,400,Dine-out,Bannerghatta Road
7,Yes,Yes,5,2556,"Casual Dining, Cafe",600,Cafes,Banashankari
3275,No,No,5,0,Quick Bites,250,Desserts,Basavanagudi
3185,Yes,No,4,43,Dessert Parlor,250,Desserts,Basavanagudi
1450,Yes,No,3,9,Quick Bites,300,Delivery,Bannerghatta Road
3975,Yes,No,4,39,Beverage Shop,300,Delivery,Bellandur
1814,Yes,No,4,70,Casual Dining,600,Delivery,Bannerghatta Road
773,Yes,No,4,286,Casual Dining,600,Dine-out,Banashankari
1011,Yes,No,5,0,Casual Dining,600,Delivery,Bannerghatta Road
4374,No,No,3,4,Beverage Shop,200,Delivery,Bellandur
2614,Yes,No,4,70,Quick Bites,100,Delivery,Basavanagudi
1991,Yes,No,3,38,Casual Dining,550,Dine-out,Bannerghatta Road
1277,Yes,No,4,140,Quick Bites,100,Delivery,Bannerghatta Road
1783,No,No,5,0,Delivery,300,Delivery,Bannerghatta Road
3101,No,No,3,5,Quick Bites,300,Delivery,Basavanagudi
446,Yes,No,3,5,"Casual Dining, Bar",800,Delivery,Banashankari
880,Yes,No,4,54,Cafe,500,Cafes,Bannerghatta Road
4458,Yes,No,5,0,Delivery,500,Delivery,Bellandur
781,Yes,No,3,5,"Casual Dining, Bar",800,Dine-out,Banashankari
1749,No,No,5,0,Casual Dining,450,Delivery,Bannerghatta Road
3384,No,No,4,8,Quick Bites,100,Dine-out,Basavanagudi
4880,No,No,4,26,Quick Bites,300,Dine-out,Bellandur
883,No,No,5,0,Cafe,600,Cafes,Bannerghatta Road
3618,Yes,No,3,119,Casual Dining,400,Dine-out,Basavanagudi
1091,Yes,No,3,105,"Takeaway, Delivery",500,Delivery,Bannerghatta Road
2934,Yes,No,3,35,Quick Bites,200,Delivery,Basavanagudi
531,Yes,No,5,0,Quick Bites,200,Desserts,Banashankari
4017,Yes,No,5,0,Delivery,550,Delivery,Bellandur
3320,Yes,No,3,11,Bar,800,Dine-out,Basavanagudi
4833,No,Yes,4,119,Casual Dining,1000,Dine-out,Bellandur
1727,No,No,4,32,Delivery,600,Delivery,Bannerghatta Road
610,No,No,4,10,Quick Bites,300,Dine-out,Banashankari
570,Yes,No,4,771,Casual Dining,450,Dine-out,Banashankari
3685,No,No,5,0,Quick Bites,200,Dine-out,Basavanagudi
3024,Yes,No,4,33,Food Court,600,Delivery,Basavanagudi
343,Yes,No,4,30,Quick Bites,300,Delivery,Banashankari
3612,No,No,4,15,Quick Bites,300,Dine-out,Basavanagudi
3135,No,No,5,0,Quick Bites,250,Delivery,Basavanagudi
434,Yes,No,3,4,Quick Bites,200,Delivery,Banashankari
1903,No,No,4,65,Dessert Parlor,200,Desserts,Bannerghatta Road
3799,Yes,No,4,33,Cafe,200,Cafes,Bellandur
3227,No,No,4,366,Dessert Parlor,150,Desserts,Basavanagudi
2069,Yes,No,4,472,Quick Bites,600,Dine-out,Bannerghatta Road
1537,No,No,5,0,Bakery,300,Delivery,Bannerghatta Road
4498,Yes,No,4,48,Dessert Parlor,250,Desserts,Bellandur
2342,Yes,No,4,92,Quick Bites,300,Dine-out,Bannerghatta Road
1517,Yes,No,3,61,Cafe,650,Delivery,Bannerghatta Road
965,Yes,Yes,4,1964,Casual Dining,1000,Delivery,Bannerghatta Road
4405,No,No,3,197,Casual Dining,700,Delivery,Bellandur
528,No,No,5,0,Delivery,500,Desserts,Banashankari
176,Yes,No,3,290,Quick Bites,450,Delivery,Banashankari
3478,Yes,No,4,181,Beverage Shop,250,Dine-out,Basavanagudi
3990,Yes,No,4,20,Quick Bites,300,Delivery,Bellandur
4296,No,No,5,0,Quick Bites,200,Delivery,Bellandur
572,No,Yes,4,808,Casual Dining,850,Dine-out,Banashankari
4321,No,No,3,7,Quick Bites,200,Delivery,Bellandur
3504,Yes,No,4,135,Casual Dining,800,Dine-out,Basavanagudi
4681,No,No,4,20,Other Rest Type,450,Dine-out,Bellandur
3207,Yes,No,3,41,Bakery,400,Desserts,Basavanagudi
2842,Yes,No,4,19,Quick Bites,250,Delivery,Basavanagudi
2208,No,No,5,0,Quick Bites,200,Dine-out,Bannerghatta Road
2561,Yes,No,4,133,Quick Bites,200,Delivery,Basavanagudi
2751,Yes,No,4,356,Dessert Parlor,400,Delivery,Basavanagudi
383,Yes,No,4,25,Quick Bites,350,Delivery,Banashankari
852,Yes,No,4,17,Quick Bites,300,Dine-out,Banashankari
1880,No,No,4,14,Dessert Parlor,150,Desserts,Bannerghatta Road
370,Yes,No,3,29,Cafe,500,Delivery,Banashankari
2374,No,No,5,0,Quick Bites,300,Dine-out,Bannerghatta Road
4322,No,No,5,0,"Takeaway, Delivery",850,Delivery,Bellandur
1105,Yes,No,3,45,Delivery,700,Delivery,Bannerghatta Road
2567,Yes,No,3,71,Quick Bites,600,Delivery,Basavanagudi
3941,Yes,No,4,92,Delivery,600,Delivery,Bellandur
1336,Yes,No,4,37,Casual Dining,800,Delivery,Bannerghatta Road
2189,No,No,3,4,Quick Bites,400,Dine-out,Bannerghatta Road
4593,No,No,5,0,Mess,250,Dine-out,Bellandur
3836,Yes,No,4,87,Quick Bites,400,Delivery,Bellandur
3323,Yes,No,3,30,Cafe,900,Dine-out,Basavanagudi
4983,No,No,5,979,Fine Dining,3000,Buffet,Brigade Road
4847,Yes,No,4,135,Casual Dining,400,Dine-out,Bellandur
1171,Yes,No,4,1305,Casual Dining,750,Delivery,Bannerghatta Road
2589,Yes,No,4,94,Quick Bites,250,Delivery,Basavanagudi
4894,No,No,4,22,Quick Bites,200,Dine-out,Bellandur
1422,Yes,No,4,70,Quick Bites,350,Delivery,Bannerghatta Road
2337,Yes,No,4,127,Cafe,700,Dine-out,Bannerghatta Road
2647,Yes,No,4,104,Quick Bites,200,Delivery,Basavanagudi
4154,Yes,No,4,81,Bakery,300,Delivery,Bellandur
1464,Yes,No,3,116,Casual Dining,400,Delivery,Bannerghatta Road
874,Yes,Yes,4,347,Casual Dining,1000,Buffet,Bannerghatta Road
2380,No,No,5,0,Quick Bites,150,Dine-out,Bannerghatta Road
4339,No,No,5,0,Quick Bites,400,Delivery,Bellandur
1251,Yes,No,4,8,Quick Bites,250,Delivery,Bannerghatta Road
2344,Yes,No,3,12,Quick Bites,300,Dine-out,Bannerghatta Road
840,Yes,No,3,71,Quick Bites,600,Dine-out,Banashankari
3065,Yes,No,4,30,Quick Bites,300,Delivery,Basavanagudi
581,No,No,4,43,"Bar, Casual Dining",700,Dine-out,Banashankari
204,Yes,No,4,191,Quick Bites,250,Delivery,Banashankari
1641,No,No,5,0,Quick Bites,250,Delivery,Bannerghatta Road
2014,No,No,3,15,Casual Dining,700,Dine-out,Bannerghatta Road
905,Yes,Yes,4,727,Cafe,800,Cafes,Bannerghatta Road
631,Yes,No,4,388,Casual Dining,650,Dine-out,Banashankari
3089,No,No,3,22,Casual Dining,400,Delivery,Basavanagudi
1974,Yes,Yes,4,1227,Casual Dining,900,Dine-out,Bannerghatta Road
162,Yes,No,4,195,Casual Dining,800,Delivery,Banashankari
3168,Yes,No,5,0,Delivery,500,Delivery,Basavanagudi
2860,Yes,No,4,322,Casual Dining,400,Delivery,Basavanagudi
4494,No,No,4,23,Other Rest Type,200,Desserts,Bellandur
617,No,No,4,10,Casual Dining,500,Dine-out,Banashankari
4063,Yes,No,4,74,Other Rest Type,600,Delivery,Bellandur
1431,Yes,No,3,34,Quick Bites,500,Delivery,Bannerghatta Road
547,Yes,No,3,97,Casual Dining,400,Desserts,Banashankari
4442,No,No,5,0,Quick Bites,300,Delivery,Bellandur
4545,Yes,No,4,93,Bakery,500,Desserts,Bellandur
4222,No,No,5,0,"Takeaway, Delivery",400,Delivery,Bellandur
3887,Yes,No,4,281,Quick Bites,350,Delivery,Bellandur
4612,No,No,4,25,Cafe,400,Dine-out,Bellandur
2473,No,Yes,4,1187,Other Rest Type,1200,Drinks & nightlife,Bannerghatta Road
4060,Yes,No,3,9,Dessert Parlor,300,Delivery,Bellandur
1861,Yes,No,3,19,Sweet Shop,250,Desserts,Bannerghatta Road
640,Yes,No,4,133,Quick Bites,300,Dine-out,Banashankari
3679,No,No,5,0,Quick Bites,100,Dine-out,Basavanagudi
637,Yes,No,4,505,Quick Bites,450,Dine-out,Banashankari
3513,No,No,4,21,Casual Dining,450,Dine-out,Basavanagudi
4909,No,No,5,0,Quick Bites,200,Dine-out,Bellandur
2096,Yes,No,4,597,Quick Bites,400,Dine-out,Bannerghatta Road
2784,Yes,No,4,261,Cafe,700,Delivery,Basavanagudi
3071,Yes,No,4,75,Quick Bites,300,Delivery,Basavanagudi
3670,No,No,3,5,Quick Bites,350,Dine-out,Basavanagudi
2837,Yes,No,4,24,Casual Dining,600,Delivery,Basavanagudi
921,No,No,3,11,Cafe,500,Cafes,Bannerghatta Road
546,Yes,No,4,43,Dessert Parlor,250,Desserts,Banashankari
3662,No,No,5,0,Quick Bites,400,Dine-out,Basavanagudi
1900,No,No,3,9,Bakery,200,Desserts,Bannerghatta Road
2028,No,No,2,90,Casual Dining,750,Dine-out,Bannerghatta Road
2301,Yes,No,4,46,Cafe,450,Dine-out,Bannerghatta Road
1885,No,No,3,9,Food Court,250,Desserts,Bannerghatta Road
1642,Yes,No,4,101,Casual Dining,500,Delivery,Bannerghatta Road
3505,Yes,No,4,918,Other Rest Type,800,Dine-out,Basavanagudi
4808,No,Yes,4,1585,Other Rest Type,1500,Dine-out,Bellandur
2097,Yes,No,4,19,Food Court,500,Dine-out,Bannerghatta Road
4356,Yes,No,4,35,Cafe,650,Delivery,Bellandur
3558,Yes,No,4,109,Casual Dining,500,Dine-out,Basavanagudi
4751,No,No,5,0,Food Court,450,Dine-out,Bellandur
4966,Yes,No,5,1193,"Bar, Casual Dining",1500,Pubs and bars,Bellandur
836,No,No,3,4,Quick Bites,100,Dine-out,Banashankari
601,No,No,3,283,Casual Dining,600,Dine-out,Banashankari
2184,No,No,5,0,Quick Bites,150,Dine-out,Bannerghatta Road
3860,Yes,No,4,832,Delivery,650,Delivery,Bellandur
3331,No,No,3,6,"Beverage Shop, Quick Bites",100,Dine-out,Basavanagudi
4306,No,No,3,6,Other Rest Type,500,Delivery,Bellandur
1582,No,No,5,0,Casual Dining,500,Delivery,Bannerghatta Road
4265,Yes,No,3,35,Delivery,400,Delivery,Bellandur
2671,Yes,No,4,10,Quick Bites,200,Delivery,Basavanagudi
2721,Yes,No,4,240,Cafe,700,Delivery,Basavanagudi
1070,Yes,No,4,43,Casual Dining,550,Delivery,Bannerghatta Road
1775,No,No,5,0,Quick Bites,300,Delivery,Bannerghatta Road
4807,Yes,Yes,4,3061,"Casual Dining, Bar",1500,Dine-out,Bellandur
1283,Yes,No,5,0,Bakery,400,Delivery,Bannerghatta Road
3046,Yes,Yes,4,203,Casual Dining,1200,Delivery,Basavanagudi
4752,No,No,5,0,Quick Bites,250,Dine-out,Bellandur
1836,Yes,No,4,102,Cafe,450,Desserts,Bannerghatta Road
4241,Yes,No,5,0,Quick Bites,250,Delivery,Bellandur
1019,Yes,No,4,16,"Takeaway, Delivery",400,Delivery,Bannerghatta Road
3364,Yes,No,4,28,Quick Bites,100,Dine-out,Basavanagudi
1326,Yes,No,4,42,Dessert Parlor,250,Delivery,Bannerghatta Road
475,Yes,No,4,465,Casual Dining,600,Delivery,Banashankari
4720,No,No,4,32,Quick Bites,100,Dine-out,Bellandur
1651,Yes,No,4,33,Food Court,600,Delivery,Bannerghatta Road
4921,No,No,5,0,Quick Bites,300,Dine-out,Bellandur
4284,No,No,5,0,"Takeaway, Delivery",350,Delivery,Bellandur
3728,No,No,3,7,Quick Bites,300,Dine-out,Basavanagudi
4884,Yes,No,3,117,Casual Dining,550,Dine-out,Bellandur
3361,No,No,4,196,Quick Bites,250,Dine-out,Basavanagudi
1373,Yes,No,5,0,Delivery,300,Delivery,Bannerghatta Road
739,No,No,4,21,Quick Bites,150,Dine-out,Banashankari
3614,No,No,5,0,Casual Dining,600,Dine-out,Basavanagudi
2436,Yes,No,3,34,Quick Bites,500,Dine-out,Bannerghatta Road
867,No,No,3,19,Casual Dining,800,Buffet,Bannerghatta Road
1140,Yes,No,4,46,Cafe,600,Delivery,Bannerghatta Road
997,Yes,No,4,1974,Casual Dining,800,Delivery,Bannerghatta Road
1337,Yes,No,3,7,Sweet Shop,300,Delivery,Bannerghatta Road
541,Yes,No,4,15,Bakery,400,Desserts,Banashankari
1099,Yes,No,4,49,Cafe,600,Delivery,Bannerghatta Road
1132,Yes,No,4,21,Quick Bites,300,Delivery,Bannerghatta Road
4059,Yes,No,4,5,Beverage Shop,200,Delivery,Bellandur
2843,Yes,No,4,29,Food Court,400,Delivery,Basavanagudi
2258,No,Yes,5,0,Casual Dining,800,Dine-out,Bannerghatta Road
3982,Yes,No,4,16,Quick Bites,500,Delivery,Bellandur
59,Yes,No,4,17,Dessert Parlor,400,Delivery,Banashankari
2879,Yes,No,5,0,Quick Bites,300,Delivery,Basavanagudi
1938,Yes,No,5,0,Dessert Parlor,80,Desserts,Bannerghatta Road
2572,Yes,No,3,395,Quick Bites,300,Delivery,Basavanagudi
4935,No,Yes,4,106,"Casual Dining, Bar",1600,Drinks & nightlife,Bellandur
1078,Yes,No,4,532,Casual Dining,800,Delivery,Bannerghatta Road
2945,Yes,No,4,101,Quick Bites,150,Delivery,Basavanagudi
3123,No,No,5,0,Quick Bites,300,Delivery,Basavanagudi
2484,No,Yes,4,21,Casual Dining,800,Buffet,Basavanagudi
940,Yes,No,4,126,Quick Bites,150,Delivery,Bannerghatta Road
1080,Yes,No,4,42,"Casual Dining, Bar",1500,Delivery,Bannerghatta Road
187,Yes,No,4,25,Quick Bites,100,Delivery,Banashankari
2630,Yes,No,4,21,Beverage Shop,100,Delivery,Basavanagudi
2085,Yes,No,3,144,Quick Bites,350,Dine-out,Bannerghatta Road
2249,No,Yes,4,1763,Bar,1300,Dine-out,Bannerghatta Road
4889,Yes,No,5,0,Casual Dining,400,Dine-out,Bellandur
2023,No,No,5,0,Other Rest Type,150,Dine-out,Bannerghatta Road
2678,Yes,No,5,0,Quick Bites,300,Delivery,Basavanagudi
4043,Yes,No,4,16,Quick Bites,300,Delivery,Bellandur
4479,Yes,No,4,35,Cafe,650,Desserts,Bellandur
226,Yes,No,4,181,Beverage Shop,250,Delivery,Banashankari
3959,Yes,No,4,18,Quick Bites,300,Delivery,Bellandur
1929,No,No,5,0,Dessert Parlor,400,Desserts,Bannerghatta Road
4656,No,No,4,114,Cafe,550,Dine-out,Bellandur
4888,Yes,No,5,0,Casual Dining,450,Dine-out,Bellandur
1404,Yes,No,4,153,Food Court,400,Delivery,Bannerghatta Road
2179,No,No,5,0,Quick Bites,200,Dine-out,Bannerghatta Road
697,No,No,4,64,Quick Bites,250,Dine-out,Banashankari
1124,Yes,No,4,167,Quick Bites,400,Delivery,Bannerghatta Road
2997,Yes,No,4,117,Quick Bites,150,Delivery,Basavanagudi
2915,Yes,No,4,216,Cafe,500,Delivery,Basavanagudi
1778,No,No,3,25,Quick Bites,400,Delivery,Bannerghatta Road
3803,Yes,No,4,632,Delivery,500,Delivery,Bellandur
1037,Yes,No,4,38,Beverage Shop,300,Delivery,Bannerghatta Road
4174,Yes,No,5,0,Quick Bites,500,Delivery,Bellandur
2256,Yes,Yes,4,448,Casual Dining,700,Dine-out,Bannerghatta Road
313,Yes,No,4,75,Quick Bites,200,Delivery,Banashankari
2281,No,No,4,228,Quick Bites,400,Dine-out,Bannerghatta Road
1416,Yes,No,3,24,Quick Bites,300,Delivery,Bannerghatta Road
1036,Yes,No,4,100,Casual Dining,600,Delivery,Bannerghatta Road
2159,No,No,3,23,Food Court,450,Dine-out,Bannerghatta Road
4162,Yes,No,5,0,Casual Dining,750,Delivery,Bellandur
1754,No,No,3,39,"Takeaway, Delivery",500,Delivery,Bannerghatta Road
4782,No,No,5,0,Quick Bites,400,Dine-out,Bellandur
2809,Yes,No,3,137,Quick Bites,300,Delivery,Basavanagudi
2694,Yes,No,3,82,Quick Bites,300,Delivery,Basavanagudi
3203,Yes,No,3,9,Dessert Parlor,250,Desserts,Basavanagudi
3399,Yes,No,3,10,Quick Bites,200,Dine-out,Basavanagudi
3427,No,No,4,26,Quick Bites,300,Dine-out,Basavanagudi
1506,Yes,No,3,55,Quick Bites,200,Delivery,Bannerghatta Road
1923,Yes,No,3,34,Quick Bites,150,Desserts,Bannerghatta Road
448,Yes,No,3,4,Casual Dining,500,Delivery,Banashankari
2439,No,No,5,0,Quick Bites,300,Dine-out,Bannerghatta Road
4722,Yes,No,4,27,Quick Bites,300,Dine-out,Bellandur
4968,Yes,Yes,4,3061,"Casual Dining, Bar",1500,Pubs and bars,Bellandur
3077,No,No,4,920,Casual Dining,600,Delivery,Basavanagudi
361,Yes,No,4,52,"Beverage Shop, Quick Bites",400,Delivery,Banashankari
2183,No,No,5,0,Quick Bites,200,Dine-out,Bannerghatta Road
1134,Yes,No,5,0,Delivery,500,Delivery,Bannerghatta Road
3875,Yes,No,4,11,Quick Bites,150,Delivery,Bellandur
2155,No,No,4,19,Quick Bites,250,Dine-out,Bannerghatta Road
1830,Yes,No,5,0,Delivery,600,Delivery,Bannerghatta Road
1053,Yes,No,4,110,Casual Dining,800,Delivery,Bannerghatta Road
22,No,No,4,28,Cafe,900,Cafes,Banashankari
2066,Yes,No,4,139,Quick Bites,400,Dine-out,Bannerghatta Road
1653,No,No,5,0,Delivery,450,Delivery,Bannerghatta Road
2583,Yes,No,4,259,Quick Bites,300,Delivery,Basavanagudi
3206,Yes,No,4,15,Bakery,400,Desserts,Basavanagudi
3017,Yes,No,4,275,Quick Bites,100,Delivery,Basavanagudi
4031,Yes,Yes,4,547,Casual Dining,1000,Delivery,Bellandur
2325,No,No,3,9,Casual Dining,400,Dine-out,Bannerghatta Road
460,Yes,Yes,4,150,Cafe,600,Delivery,Banashankari
1067,Yes,No,3,321,Quick Bites,400,Delivery,Bannerghatta Road
87,No,No,4,31,Quick Bites,200,Delivery,Banashankari
1430,Yes,No,4,89,Dessert Parlor,400,Delivery,Bannerghatta Road
2643,Yes,No,3,31,Other Rest Type,250,Delivery,Basavanagudi
282,Yes,No,4,179,Delivery,600,Delivery,Banashankari
462,Yes,No,4,38,Quick Bites,200,Delivery,Banashankari
212,Yes,No,4,504,Cafe,550,Delivery,Banashankari
2495,No,Yes,4,633,Other Rest Type,800,Cafes,Basavanagudi
1368,Yes,No,5,0,Beverage Shop,200,Delivery,Bannerghatta Road
234,No,No,4,16,Quick Bites,300,Delivery,Banashankari
4490,No,No,3,9,Beverage Shop,300,Desserts,Bellandur
597,No,No,3,62,Bar,800,Dine-out,Banashankari
4419,No,No,4,14,Delivery,300,Delivery,Bellandur
2250,Yes,No,5,0,Casual Dining,600,Dine-out,Bannerghatta Road
4026,Yes,No,3,163,Other Rest Type,250,Delivery,Bellandur
2283,Yes,Yes,4,727,Cafe,800,Dine-out,Bannerghatta Road
662,Yes,No,4,95,Quick Bites,150,Dine-out,Banashankari
